reviewTitle,reviewBody,final_sentiment,cluster,aspects
Too big and material is a little cheap.,Too big,negative,1,[]
Works great!,Great value! Arrived quickly. Works great!,positive,0,"['value', 'Works', 'Works']"
"Great, and...",I bought two of these solar flashlights chargers because I liked the way they performed. But both of them didn't last a year.,positive,0,['bought']
Great gift,This toy is durable! It stands up to vigorous toddler play! Adults love it too!,neutral,2,"['is', 'love']"
A+,"Very nice beach blanket! Fast shipping, highly recommend.",positive,0,"['blanket', 'shipping', 'shipping']"
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,positive,0,"['looks', 'side', 'stabilizes', 'side', 'be', 'uneven', 'legs', ""'m""]"
Great buy,Love it,negative,1,['Love']
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,neutral,2,"['is', 'comfortable', 'worth']"
Great press!,Love my press! Everything I needed!,positive,0,['Love']
It’s too difficult to open,When trying to open and put my phone in I have to use both hands to open it.,negative,1,[]
Needing more practice,I'm excited with my purchase but gonna need more practice to get the look i want. It takes longer to do my nails this way but the ones that i get right do look good. I'll keep on practicing.,negative,1,"[""'m"", 'get', 'look']"
Return your device if defective.,"I dislike how the laptop I purchased is defective, and delivered without the battery.",neutral,2,"['dislike', 'is']"
The best webcam,The camera captures certainly good quality feed.,positive,0,['feed']
Show box,I love it,neutral,2,['love']
Glad to have it again.,"I’ve always used good seasons, my favorite. When I needed a new cruet after many years, I noticed my store no longer carried it so I found it online. So happy to have it again.",positive,0,"['seasons', 'seasons', 'happy']"
This is a very good hose,"I've always been skeptical of hoses like this but this has worked great so far. It has great reach, is very light weight and so far I didn't have any problems with leaks even with a toddler stepping on it constantly.",positive,0,"['been', 'hoses', 'been', 'worked', 'reach', 'have', 'with']"
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",positive,0,"['blouse', 'flowing', 'fit']"
Perfect,A very good fit. I like it>,positive,0,"['fit', 'like']"
Fake! Not original product!!!,These are knockoffs! Not original. Original are made in USA. These have a foreign language written on them and are made in Vietnam. Returning them.,positive,0,[]
Good light for the money.,"Purchased these as back up lights for my extra off duty car. Lights work great worth the money, this is the 3 set I’ve had. All three still work and are in use on other vehicles.",positive,0,"['is', 'worth', 'work', 'work']"
Flimsy,Tore when my adult child put it on. Their thumb went right through it.,positive,0,['through']
Very sturdy,COVID-19 vaccination cards fit perfectly.,positive,0,['fit']
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",positive,0,"['toothbrush', 'had', '’s', 'use', 'value', 'love']"
Leg day game changer!,These are a game changer for knee comfort during training! They also work well if you pull them down to your lower leg to help cushion the leg extension or seated leg curl pad. And they help protect my shins during deadlifts.,positive,0,"['for', 'work', 'work', 'help']"
So SOFT!!!,I bought two of these for nieces and nephews.... I’m keeping one and ordering another it’s so cozy!!!,positive,0,['’s']
Great deal for the money.,The wallet is good quality. Plenty of slots for cards. Folds nice and slim. Came in a nice looking box.,positive,0,"['quality', 'Folds', 'box']"
Can't be beat for its price,Pros,positive,0,[]
Happy and enjoy �,Satisfied for this product.!,negative,1,['Satisfied']
Great Ride!,We bought two of these (one pink and one yellow). Our 5.5 year old and 3.5 year old can both easily drive them and they both drive at speed levels that are not too fast for their age. I would recommend these if you’re looking for a great Power Wheels for your child!,positive,0,"['are', 'recommend', 'Wheels']"
Awesome product. I am very pleased with this purchase.,Versatile sturdy stand that I use for my phone. Very solid product.,positive,0,"['stand', 'stand', 'product']"
Terrific sponge!,Incredibly great sponge...that's something I never would have imagined I'd be saying...but it's the truth!,positive,0,"['great', 'sponge']"
Great product!,"It took my 14 week old puppy some time to grasp the concept but with time and patience, now she’s a pro! I love that I can hear it even if I’m in the back of the house. She hits it with her paw and so far they have held up. If that changes u will update my review. As of now I’m so happy with this purchase and my pup is too!",positive,0,"['time', 'love', '’m']"
Not what it claims to be,"I ordered the rack to fit my 1 1/4"" hitch.  It's advertised as fitting either that hitch or a 2"" with the included sleeve.  I ordered it in October, didn't unpack it until May (cold winter).  Well, the rack delivered only fits a 2"" hitch, so it's useless for me.  And the return window closed 1-31!",positive,0,"['winter', 'fits', ""'s""]"
Facil de armar,Material y fácil de armar,positive,0,[]
Great for curly hair!,Awesome product for my very curly hair!,negative,1,['product']
Terrible product not made to last more than one day. Avoid .,"Rake broke after 15 minutes of work, with two tines being pulled out of the fastening... a piece of 20 gauge wire threaded through a single hole . Terrible design.",positive,0,"['broke', 'of', 'design']"
Great Product,"Product did as it stated. I applied it to many starts, and they took off and are still doing well. It is a great value for the price. Would buy again.",positive,0,"['doing', 'value']"
Great hose but get the extra warranty,"This hose is lightweight, doesn't kink unless you try really hard and it will flatten out if you drive over it.  We bought 2 fifty footers and one blew out right near the top.  There is an extra protective plastic for the top but it doesn't stay in place and that's where it blew out.  The good news is that the warranty replaced it but only with an Amazon credit and not cash back.",negative,1,"['try', 'bought', 'near', 'near', 'plastic', 'for', ""'s"", 'news']"
Great stuff!!!,Invigorating and refreshing scent. Nice cooling effect that wakes you up.,positive,0,"['scent', 'Invigorating', 'effect', 'effect']"
Perfect!,Awesome. It cut through the carpet like a hot knife in butter. Definitely would recommend. Shipping was quick. Nicely packaged and a good price. Doesn't feel flimsy of cheap even though the price is affordable.,positive,0,"['Awesome', 'cut', 'knife', 'like', 'recommend', 'packaged', 'price', 'feel', 'of', 'is']"
great mat and I loe it,I think the order was perfect. The mat was great. Thank you.,positive,0,"['was', 'was', 'Thank']"
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",positive,0,"['strudy', 'strudy', 'worth']"
Works.,Works well.,positive,0,"['Works', 'Works']"
easy to build,My 10 year old was able to put this together. Fast shipping. It's not so sturdy but for light things its good.,positive,0,"['shipping', ""'s"", ""'s""]"
Love the Quality and Sizes,"It's perfect for what I'm working on, the different sizes gives an optical depth effect on a flat surface, makes it more interesting for the eye",positive,0,"[""'s"", 'for', 'makes']"
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,neutral,2,"['love', 'received', 'is', 'box']"
Did not work at all,The product did not work at all,positive,0,['work']
Just want I was looking for,"I've been looking for exactly this set! Nice tall grinders, easy adjustable and works wonderful. Happy customer",positive,0,"['grinders', 'adjustable', 'grinders', 'adjustable', 'adjustable', 'customer']"
Buy it,Great product. Buy it and save your money,positive,0,['product']
Just the right size,Perfect size for my labels and sample size soaps.,negative,1,['Perfect']
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,negative,1,['peeling']
Gives the Gucci Tote form!,"The insert fit perfectly in my medium size gucci tote. My bag looks better with structure/form. Also it has lots of pockets for sunnies, cards, cell phone, pens, small wallet etc.",positive,0,"['fit', 'looks']"
Good,Good,positive,0,['Good']
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",positive,0,"[""'s"", ""'s"", 'disconnected', 'is', 'knock', 'knock', 'find', 'is']"
It's Wonderful!,My dad with Alzheimer's had been struggling to remember what day of the week it was. As soon as I installed this clock for him I noticed a  HUGE difference in his attitude and memory. It almost feels like he's improved! He now knows what day it is and is now more confident in himself. This purchase was worth every penny!!! Thank you!!,positive,0,"['struggling', 'improved', 'feels', 'is', 'was', 'Thank']"
Shed terrible,Received and washed shed terrible. Will need numerous washes before you can use. If you can use at all.,negative,1,['washed']
Damaged and in the wrong box,"It’s pretty. However, the kettle, which the seller claims is new, was inside a hastily taped together box from a different kettle (see picture) and the kettle lid was bent and didn’t close all the way. I returned it.",positive,0,"['’s', 'taped', 'was']"
Expensive as hell but a must have,Expensive as hell but a must have,negative,1,"['Expensive', 'as']"
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",positive,0,"['was', 'packaged', 'packaged', 'is', 'product', 'Recommend']"
Fun item,Really enjoying our Eufy  Need to pick up little rugs and get a couple of cords out of the way.,positive,0,['enjoying']
Keep it on,Awesome,positive,0,['Awesome']
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",negative,1,"['Rich', 'creamy', 'got', 'is', 'GENERATION']"
It works!,"Love the method and ease of use. Plus, keeps the wine fresh for extended days on end. Works great!",positive,0,"['Love', 'method', 'keeps', 'Works', 'Works']"
My Go To Holster,"Great holster for my glock 26 gen 4. The edges are super smooth and the gun clicks in tight. The carbon fiber texture slides nicely into your waistband, if I'm running out to the store or doing my everyday activities I always use this holster.",positive,0,"['holster', 'smooth', 'are', 'into']"
a bit snug,just a little snug on me DD breasts and a bit of a tummy but overall i like the shirt,positive,0,['like']
ok,ok does the job,positive,0,[]
LO QUE BUSCABA,Wow buen producto,positive,0,['producto']
Not Very Strongly Scented.,I really wanted to like this but it was gone very quickly and didn’t have a very strong scent unfortunately. Sorry!,negative,1,"['wanted', 'scent', 'have', 'Sorry']"
Thank you  to all fighters,My son-in-law is a volunteer fire fighter and my prayers always goes out him and the team when they go out on a call a small token of my thanks,positive,0,['of']
timely,good,positive,0,['good']
Smart easy and works great!,The ram traveled from Las Wegas to Norway in a weekend:-) As advertised they are splendid for my gaming and office use.,negative,1,['are']
Works well definitely worth it,Very relaxing love it,negative,1,['relaxing']
Adjustable to Smaller but,There is only one size to buy here and then it adjusts down. I never considered having a large head but I guess I have a large head. I have to cram this on. Be aware that this is not a one size fits all hat.,negative,1,[]
Simplicity,My family used to purchase C batteries fkr our kids toys. The down side to that was that they were expensive. Ever since we found this brand we have not gone through as many. Having rechargeable batteries has simplified things and it has also saved us money.,negative,1,"['were', 'simplified']"
I love this!!! So happy I bought it!!,Love it!!,positive,0,['Love']
Love This Nightlight,"I love this nightlight! It looks really nice (I got the nickel finish), it comes right on when you turn the lights out. Has many colors and is bright enough to light the bathroom at night.",positive,0,"['love', 'looks', 'on', 'is', 'bright']"
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,positive,0,"['brush', 'am', 'hair', 'have', 'been', ""'s""]"
Love it,"Okayyy this is my holy grail. Clean, fresh and not leave dry skin. Will buy again",positive,0,"['grail', 'Clean', 'Clean']"
Great stuff,This has helped with pain in my shoulder and back.,positive,0,['with']
Worth spending money,Nice stuff.,positive,0,['stuff']
Awesome,Great item looks great and it’s easy to install,positive,0,"['item', 'looks', '’s']"
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,positive,0,"['fast', 'is', 'apps', 'glitch', 'works', 'is']"
Fit my son perfectly,Perfect fit. Hard to find size 31 so very happy with these.,negative,1,"['fit', 'Hard', 'find']"
Terribly unhappy,This is horrible to put together. I wish I had never bought it. The wooden dowels break and the surface breaks.  It’s horrible.  I need a replacement,positive,0,"['is', 'break', 'break', '’s']"
Great,I put them on the side of my fridge and they have worked perfectly so far,positive,0,"['put', 'far']"
Great machine,"This is my second Brothers nachine.Great machine. Dependable, smooth, easy to use.",positive,0,"['machine', 'easy', 'easy', 'easy']"
If you live in city and keep grass done not high ok .,Not as good as should be and weed eater not as powerful as expected.,negative,1,"['good', 'good', 'good']"
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",negative,1,"['become', 'are', 'was', 'found', 'was']"
This product exceeded our expectations.,"This product came completely assembled, is well made, is sized to meet our needs and fits well in our kitchen.",positive,0,"['made', 'fits']"
It does what it needs to do,"I use this for my USB mic, and it works. It does what it needs to do. I highly recommend this.",positive,0,"['use', 'recommend']"
Wet and Forget says it all,Spray it on and walk away. Rinse the next day. Works amazingly well.,positive,0,"['Works', 'well', 'Works']"
Good for natural set but flimsy,The tips are nice if you want to do a natural looking mani without the need of making your own French tip. The downfall is the tips are flimsy and the case opens very easily as well. The rest of my sets were discarded due to the contents popping all over the floor.,positive,0,"['are', 'is', 'are', 'opens']"
Awesome well worth the price.,I love it.,positive,0,['love']
Worst tasting protein I have ever tried.,This protein taste like pure plastic/chemicals. Probably the single worst tasting protein I've ever tried.,positive,0,"['taste', 'chemicals', 'tasting']"
Fun,Liked as a present,positive,0,['Liked']
Love this soil!!,Great soil!!,positive,0,['soil']
Bad part,Trim is out of allingment?,negative,1,[]
What can I really use safely to clean it,I really like it up to now it was worth it perfect size..,negative,1,"['like', 'was', 'size']"
Value for the money!,"I think that this met my expectations, and is worth the money!!",positive,0,['is']
Love these,Love the way they absorb moisture from condensation from cold glasses,negative,1,"['Love', 'glasses']"
This is a very sturdy piece of furniture,"I am so happy I ordered this as I have been looking for almost 2 years for a farmhouse TV stand and this is just what I wanted. Its sturdy, it was easy to put together and it is a nice piece of furniture. Ty so much",positive,0,"['am', 'was', 'was', 'piece']"
busted open!,I can honestly say that I used to love Hefty trash bags however after getting these bags lately I am extremely disappointed in their quality.  I have had quite a few these bags bust open at the bottom when taking to the trash can so much that I now have to double bag it until the box is done before I start using a different brand.,negative,1,"['used', 'bags', 'bags', 'am', 'had', 'to']"
Grainy.,So grainy!! I cannot for the life of me get a glossy finish.,positive,0,['grainy']
Perfect little outfit,"Loved this little outfit, it was perfect for our little one!",positive,0,"['was', 'was']"
Sturdy with a lot of space.,Very easy to assemble. Light but sturdy. Lots of room for mom and 5 pups.,positive,0,"['easy', 'Light']"
Great for beginners,Great product good quality easy to lay a spread Well definitely recommend,positive,0,"['product', 'quality', 'easy', 'recommend', 'recommend']"
Must Have,Absolutely love! Best maternity workout leggings yet!,positive,0,"['love', 'maternity']"
Fits perfect and fingerprint tab was easy to remove,Fits perfect and fingerprint tab was easy to remove,negative,1,"['tab', 'was']"
Hasn't warped !,"Gave as a gift, and our daughter is thrilled.",positive,0,['Gave']
A little disappointing,So I  though they were going to be thick and fluffy... A little disappointing,negative,1,['disappointing']
Really disappointed,I loved the softness of this top and it looked like it would be flattering with the model.  I wear it but only at home.  The sleeves are way too long (I got a medium) and the sides are so straight that it doesn't show any shape on me - so i wasn't willing to wear it in public.,negative,1,"['loved', 'of', 'be', 'be', 'was']"
Works great,Works great,positive,0,"['Works', 'Works']"
Very cute,This bathing suit is so cute and patriotic .. love it and it fits great too,positive,0,"['is', 'cute', 'is', 'fits']"
Much prefer the loose tea to the bags,I love the quality of Vahdam teas. I prefer the loose tea to the tea bags though. I have to use two tea bags to give me the flavor and strength I desire.  It looks like perhaps 1/2 teaspoon of tea in each bag.,negative,1,"['love', 'prefer', 'tea', 'looks']"
Perfect,Was exactly what I wanted,negative,1,[]
Fat Cat is in Bed Nirvana!!!,"This is the Plushest, Prettiest, Softest, most Cozy pet Bed Ever!!!  Best price for such luxury and beauty!!!  The ivory color even looks good in my living room!!  My Fat Cat got in it before I even decided where I would put it, and before it was totally fluffed out!!!  He owns it, if he isn't eating or peeing!!  Lazy cat is just gonna get fatter, but he Loves Me SO much for getting him this bed!! My shy sweet cat hasn't had a chance to try it yet!!!  Beautiful bed!!  Thank you!!",positive,0,"['Softest', 'price', 'for', 'luxury', 'looks', 'Cat', 'cat', 'get', 'gon', 'cat', 'bed', 'Thank']"
Pibble-approved and pibble-proof,"My pup loves this toy, super durable and suction power is enough for a 60lb pibble. I filled it up with treats and he can entertain himself for a while. I have to literally wrestle it away from him when play time is over.",positive,0,"['is', 'durable', 'power', 'is', 'filled', 'have']"
Love it,Great product,positive,0,['product']
Leak,I was soaked.  Worthless product.  Return.,negative,1,['product']
Good sweat pants for the money.,This product is as expected.,negative,1,[]
Perfect,Perfect,neutral,2,['Perfect']
Amazing humidifier!,I've been using it everyday since I bought it. Best humidifier I've ever owned!,positive,0,['humidifier']
Not good at all!!!!,The candy is old and is busted. No liquor inside at all. Not satisfied at all. Paid good money for nothing!!!,positive,0,"['is', 'satisfied', 'money']"
great,softness,negative,1,[]
waste of $$$,"I've probably used this vacuum around 10 times. the first few times it worked fine. then, after a few seconds of vacuuming (with a fully charged battery), it would simply power down.  It's now been nearly a year since my purchase, but these problems were happening shortly after purchase.  I completely cleaned the vacuum and cully charged the battery just to see if it was user error, but to no avail.",positive,0,"['worked', 'worked', 'happening', 'cleaned', 'was']"
Cheaply made,I wanted to love this purse so bad ! I actually like the shape but the front detail came scratched up and cheaply made it looks like someone hurried and super glued before it was sent to me. Even parts of the rhinestone are missing on the top. I’m sad because I wanted this for vacation two days away I’m not even able to return it,negative,1,"['wanted', 'love', 'like', 'like', 'made', 'hurried', 'glued', 'missing', 'on', '’m']"
Huge fans of these M&D puzzles,My almost 3 year old absolutely loves these puzzles!,positive,0,['loves']
So perfect,Great for small ears,positive,0,['Great']
Fun,It was fun to put together but Took a while to put together,positive,0,['was']
Great product,I didn't use these as nursing pads. I used them on days I didn't feel like wearing a bra.,positive,0,['feel']
Good Quality,Excellent shirts for the price.,positive,0,['shirts']
Great Product,I use this for squats and its been perfect for challenging me. Already seeing great results!,positive,0,"['been', 'results']"
A Great Starter,"I'm new to the stationary hobby and hope to grow my collection, this has been a great purchase as it comes with just about everything you need with ample supplies to try things. Especially for being under $30, it's great.",negative,1,"['purchase', 'supplies', ""'s""]"
It worked ok...,Touchscreen was difficult to use with case on.,negative,1,['was']
Flexible soft shoe storage.,"These bags are good for packing shoes in luggage or in the car for road trips. The shoes are easily identifiable through the clear vinyl. I have one pair of hiking boots that don't fit together in one bag. But gym shoes, walking shoes, sandals etc, can be packed together. Also, I like them for  storing stuff. 24 is a lot. You probably will think of ways to use them.",positive,0,"['are', 'vinyl', 'like']"
Easy for on the go use,"So cute! Good color, fits perfectly.",positive,0,"['cute', 'color', 'fits']"
Looks Great!,"I sealed my back patio (brick pavers) and the front entrance.  So far, everything looks just like I expected it to!",positive,0,['expected']
Beautiful,I bought these for my sister who loved them! They actually water a little bigger then I expected. It was the perfect gift,positive,0,"['sister', 'gift']"
Cute,This cute thing is easy to clean the stem makes it easy to hold too. Packaged nicely.,neutral,2,"['thing', 'is', 'easy', 'makes', 'Packaged']"
Blends well,Easy to apply,positive,0,['Easy']
Tastes great every time,I like the dark chocolate flavor,negative,1,"['like', 'flavor']"
What a deal!!!,"Noticed that they had a bundle deal through Amazon. I got both of these items for less than the cost of one at most retail stores. I’m excited to use these again. After having a baby via C-section, are used both of these products on my C-section scar. Using this duo for my scar from surgery not to mention the loose skin from pregnancy.",positive,0,"['’m', 'on', 'for', 'skin']"
Very happy!,Exactly what we needed to fit it a small kitchen counter space for added storage. Seems durable and sturdy. Great buy for the price!,neutral,2,"['Seems', 'durable', 'buy']"
"Great product, highly recommended","This massage gun has very minimum noice, and the battery last very long.",negative,1,[]
�,Fast service. The product it is good,neutral,2,"['service', 'is']"
Best purchase ever!,Best purchase ever!,negative,1,['purchase']
Great looking well made,"Love this vest, pretty and smart looking, well made for the price.",positive,0,"['Love', 'looking', 'pretty', 'made']"
To tiny,It was to tiny to wrap candy in!,negative,1,[]
Great value,Great quality.,positive,0,['quality']
Extremely soft,Blanket and lovely are extremely soft and comfortable,positive,0,"['Blanket', 'are', 'soft']"
Pkg was in crumbs.,It was as if pkg had been crushed.  Patties were all broken up and crumbles. My dog only eats in pieces so this pkg was no good for him. No way to contact seller.,negative,1,"['was', 'broken', 'broken', 'was']"
Overall no major complaints,Instructions could be a bit better but overall I like this item. Perfect for what I needed in my bathroom. Very sturdy and compact.,positive,0,"['be', 'be', 'Perfect', 'sturdy', 'sturdy']"
Sturdy case,"This case is sturdy and protects the phone well. The reason I gave it a 4 instead of 5 was because the cover for the charging port is on so well, it takes effort to open and use it, but overall that's not a big deal. I'd recommend it.",positive,0,"['is', 'is', 'protects', 'is', 'recommend']"
Pet hair helper,"I wasn't sure that I would love it as much as I do. But with having pets and being tired of pet hair, this thing is great. I run it every day, and it helps keep the level of pet hair next to nothing.",positive,0,"['sure', 'being', 'is']"
Great lights!,The 65ft was long enough to go all around the room and had a few ft left over.,positive,0,['long']
do not trust!,outer cap was on but inner seal was broken,negative,1,['was']
Hummers love it,Brightly colored and very well made.,positive,0,['made']
Perfect,Works as ordered! ���,positive,0,['Works']
Beautiful swimsuit!,Perfect fit! I love this swimsuit!,neutral,2,"['fit', 'love']"
Super light and comfortable!,I love this fan! It’s super light and you can bend it to fit your neck comfortably. I can’t wait to use it at Disneyland!,positive,0,"['love', 'light', 'fit']"
Great lightbulbs!,"Installation wasn't the most straightforward process. It took a few attempts to get all the lightbulbs to connect, and registering my profile with Google didn't save my password so I had to reset it. Once I got everything hooked up and my Google account linked well, it was smooth sailing from there. I love being able to control the lights with either my voice or the Google Home app. Makes everything so convenient.",positive,0,"['process', 'linked', 'sailing', 'love', 'Makes']"
Love it!!,I love it!!!  Beautiful for my sun room..,positive,0,"['love', 'Beautiful']"
Perfect,Absolutely beautiful!,positive,0,['beautiful']
Beautiful!,"Loved it so much I bought two just in case something happens to the first one! The cloth feels great, color is perfect, I love the look.",positive,0,"['Loved', 'feels', 'is', 'love']"
Style,Nice product,positive,0,['product']
Would get it again,They even have a soft place to put the rings.  It’s so cute and I love it.,positive,0,"['place', '’s', 'love']"
Puppy fun!,"My puppy definitely loves splashing around in this! Haven't really tried to properly fold it back up, but it does seem pretty simple.",neutral,2,"['splashing', 'fold', 'simple']"
exactly as shown,i got this for myself and my best friend . seeing as i like silver and she likes gold ; the black option was so perfect . it looks exactly as pictured and the chain length is perfect length . solid clasp also . she absolutely loved it !,negative,1,"['friend', 'seeing', 'was', 'likes', 'was', 'length', 'clasp', 'loved']"
nice mini computer,"very nice mini computer. fast, quiet and price is right.",positive,0,"['computer', 'quiet', 'is', 'is']"
Ehhhh,It easily disconnects...,positive,0,[]
Runs small!,Not true to size :(,negative,1,[]
Easy to load,"Pull the plunger all the way back, unscrew pump end from gun tube, remove plastic cap from grease cartridge and insert new grease cartridge into gun tube. Pop aluminum cap from grease cartridge and reinstall pump side to gun tube. Release spring and pusk plunger up inside tube. Burp gun using pressure release and you are ready to go.",positive,0,['are']
Can't wait to use it,"Haven't had a chance to use it yet, but looks great and good price",positive,0,"['price', 'great']"
Instructions,Talking to family & friends,positive,0,[]
Not made well,"I love this concept. I like to take baths and watch my netflix shows. Mine came and it wouldn't close all the way. I did not try it out since i was worried it wouldn't hold my phone in and would fall in the water. I forgot to return it on time, so its just sitting in my closet.",positive,0,"['love', 'like', 'was', 'hold']"
Not happy AT ALL,"If my daughter hadnt given her old tv stand away already, I would have returned this piece of junk, cant believe I spent 200.00 on it.",positive,0,['of']
Is sturdy but canopy is not strong,Canopy isn't strong enough,positive,0,"['is', 'strong']"
To work,"Is working as is supposed to, thank you",negative,1,"['working', 'supposed']"
Can't Give a Good Rating if It Doesn't Work,"I bought this thing with high hopes but was very disappointed in the end.  I followed all the instructions to install it and got to the point where you turn the power on and connect it to your network.  When I did that, I didn't get the expected white LED lights on the doorbell. I got some other version that indicated a problem.  When I went to find out what the lights meant, the first time I read that I had an inadequate transformer.  Great! So my first issue with this system is that it can't work with transformers that are already in your house. You have to have a special transformer on your doorbell. If you have anything other than a modern home, you might want to check your transformer before getting this doorbell.  Apparently there is not enough power in the standard transformer for this item.",positive,0,"['was', 'lights', 'indicated', 'transformer', 'Great', 'is', 'is', 'home', 'power']"
Doesn’t work,This product doesn’t work at all. I’m not sure if it’s fake but I don’t recommend.,negative,1,"['work', '’s', 'recommend']"
Nice shoe,Nice shoe just cut small,positive,0,['shoe']
It fit my printer,Nothing yet,negative,1,[]
Fantastic quality,"True to size, these are an easy buy, affordable, and great quality overall!",positive,0,"['buy', 'buy', 'quality']"
works good,just as ordered,positive,0,[]
Exceptional customer service,Upgraded my review based a exceptional customer service. My first item failed after a couple weeks and this company went out of their way to address the problem. They contacted me directly and have Tupac the fault device. New device is great so far.,positive,0,"['service', 'failed', 'address', 'device', 'is']"
"So cute, very sturdy, kids loved them!!","These are so cute, kids loved them and they were not cheaply made!",positive,0,"['are', 'loved', 'made']"
Plenty to go around.,I love the colors & the quality of the gloves. Highly recommend.,positive,0,"['love', 'recommend']"
Value and quality,Great set of lights and the price is even better,positive,0,"['set', 'is']"
A very good no-frills electric brush,"The small rotating brush head works well and reaches all parts of the mouth easily. That's the single most important reason to buy this device. The 30 second stutter reminder is a useful feature to time the brushing of each quadrant. There is no auto shutoff after 2 mins, but I don't find this to be consequential. The entire device is washable under running water, which is necessary each time.  I leave the brush in the charger all the time. The absence of more fancy features is really not a big deal. Basic brushing works very well with the design of the brush head and the reasonably quiet motor. I have to see how long this lasts, but I'd recommend this brush highly. Only reservation is that the price seems a little high for this setup.",positive,0,"['works', 'works', 'reason', 'reminder', 'feature', 'is', 'features', 'works', 'works', 'quiet', 'motor', 'have']"
It’s all cotton and comfy.,I have bought these for several years and they are comfortable and breathable.,positive,0,['are']
????????,Will buy again,negative,1,[]
Adorable,So cute! Good quality. A little big on my two month old but that was expected. Everyone thought she looked adorable,negative,1,"['cute', 'quality', 'looked']"
Beautiful product.,Love Maybelline.,positive,0,['Maybelline']
Not fancy,"These are mid-weight red plastic. Sturdy enough for top shelf of the dishwasher. Not at all fancy, but hold three tacos upright for easy filling and serving.  Flip over for a stand for two tacos.  Perfect for our weekly taco night.",positive,0,"['Sturdy', 'Sturdy', 'shelf', 'fancy', 'filling', 'Perfect']"
Too big,"I did buy size 0-3 but its too big. However i like it, soft material and warm",positive,0,"['like', 'material', 'material']"
Multipurpose Griddle!,"The best part is the non stick part. Its very easy to use and clean after. I have used griddles before but not this big one. I was a little skeptic to get this one as it was big, but it fits fine and being large I can make multiple Dosa's or Roti's at a time. It saves lot of time and effort when we have guests over. It's a very handy device worth the buy. Was packed good and delivered on time.",neutral,2,"['part', 'easy', 'use', 'was', 'fits', 'device', 'device', 'packed']"
"Warm, confortable.","Caps fit well, is very comfortable, warm and easy to put the helmet over. The eyeglass slots are very easy to insert frames.",positive,0,"['fit', 'is', 'comfortable', 'warm', 'are']"
Disingenuous description and pictures,After ordering the product we realized that the picture on the box is not what is in the box. The picture on the box displays a feature called segments which this model does not have. It is the entire reason we ordered this model. Very disappointed.,positive,0,['disappointed']
Works,Perfect,neutral,2,['Perfect']
All 3,All 3 reasons. For drawing an writing,positive,0,[]
